model_name,q_critical
mir_mlr3..eml_kssl_v1.2,0.024499570529664966
mir_mlr3..eml_ossl_v1.2,0.04524474673580654
nir.neospectra_mlr3..eml_ossl_v1.2,2.742908138060726e-6
visnir_mlr3..eml_kssl_v1.2,0.0012935946714989972
visnir_mlr3..eml_ossl_v1.2,0.00081201432344896185
