soil_property,description,description_url,model_name,spectra_type,subset,geo,unit_transform,10cv_predictions,error_model,error_predictions,model,performance_summary,train_data,validation_plot,pca_model_url,pca_scores_url
c.tot_usda.a622_w.pct,"Carbon, Total NCS",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#c.tot_usda.a622_w.pct,nir.neospectra_cubist_ossl_na_v1.2,nir.neospectra,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/cvpred_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/error_modelnir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/error_prednir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/model_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/perfmetrics_nir.neospectra_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/task_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/valplot_nir.neospectra_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_nir.neospectra_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_nir.neospectra_cubist_ossl_v1.2.qs
c.tot_usda.a622_w.pct,"Carbon, Total NCS",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#c.tot_usda.a622_w.pct,visnir_cubist_kssl_na_v1.2,visnir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/cvpred_visnir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/error_modelvisnir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/error_predvisnir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/model_visnir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/perfmetrics_visnir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/task_visnir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/valplot_visnir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_visnir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_visnir_cubist_kssl_v1.2.qs
c.tot_usda.a622_w.pct,"Carbon, Total NCS",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#c.tot_usda.a622_w.pct,visnir_cubist_ossl_na_v1.2,visnir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/cvpred_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/error_modelvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/error_predvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/model_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/perfmetrics_visnir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/task_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..c.tot_usda.a622_w.pct/valplot_visnir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_visnir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_visnir_cubist_ossl_v1.2.qs
ca.ext_usda.a1059_mg.kg,"Calcium, Extractable, Mehlich3",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#ca.ext_usda.a1059_mg.kg,mir_cubist_kssl_na_v1.2,mir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/cvpred_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/error_modelmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/error_predmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/model_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/perfmetrics_mir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/task_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/valplot_mir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_kssl_v1.2.qs
ca.ext_usda.a1059_mg.kg,"Calcium, Extractable, Mehlich3",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#ca.ext_usda.a1059_mg.kg,mir_cubist_ossl_na_v1.2,mir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/cvpred_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/error_modelmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/error_predmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/model_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/perfmetrics_mir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/task_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a1059_mg.kg/valplot_mir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_ossl_v1.2.qs
ca.ext_usda.a722_cmolc.kg,"Calcium, Extractable, NH4OAc",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#ca.ext_usda.a722_cmolc.kg,mir_cubist_kssl_na_v1.2,mir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/cvpred_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/error_modelmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/error_predmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/model_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/perfmetrics_mir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/task_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/valplot_mir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_kssl_v1.2.qs
ca.ext_usda.a722_cmolc.kg,"Calcium, Extractable, NH4OAc",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#ca.ext_usda.a722_cmolc.kg,mir_cubist_ossl_na_v1.2,mir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/cvpred_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/error_modelmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/error_predmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/model_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/perfmetrics_mir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/task_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/valplot_mir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_ossl_v1.2.qs
ca.ext_usda.a722_cmolc.kg,"Calcium, Extractable, NH4OAc",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#ca.ext_usda.a722_cmolc.kg,nir.neospectra_cubist_ossl_na_v1.2,nir.neospectra,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/cvpred_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/error_modelnir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/error_prednir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/model_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/perfmetrics_nir.neospectra_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/task_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/valplot_nir.neospectra_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_nir.neospectra_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_nir.neospectra_cubist_ossl_v1.2.qs
ca.ext_usda.a722_cmolc.kg,"Calcium, Extractable, NH4OAc",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#ca.ext_usda.a722_cmolc.kg,visnir_cubist_ossl_na_v1.2,visnir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/cvpred_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/error_modelvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/error_predvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/model_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/perfmetrics_visnir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/task_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..ca.ext_usda.a722_cmolc.kg/valplot_visnir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_visnir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_visnir_cubist_ossl_v1.2.qs
caco3_usda.a54_w.pct,"Carbonate, <2mm Fraction",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#caco3_usda.a54_w.pct,mir_cubist_kssl_na_v1.2,mir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/cvpred_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/error_modelmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/error_predmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/model_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/perfmetrics_mir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/task_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/valplot_mir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_kssl_v1.2.qs
caco3_usda.a54_w.pct,"Carbonate, <2mm Fraction",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#caco3_usda.a54_w.pct,mir_cubist_ossl_na_v1.2,mir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/cvpred_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/error_modelmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/error_predmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/model_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/perfmetrics_mir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/task_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/valplot_mir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_ossl_v1.2.qs
caco3_usda.a54_w.pct,"Carbonate, <2mm Fraction",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#caco3_usda.a54_w.pct,nir.neospectra_cubist_ossl_na_v1.2,nir.neospectra,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/cvpred_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/error_modelnir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/error_prednir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/model_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/perfmetrics_nir.neospectra_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/task_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/valplot_nir.neospectra_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_nir.neospectra_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_nir.neospectra_cubist_ossl_v1.2.qs
caco3_usda.a54_w.pct,"Carbonate, <2mm Fraction",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#caco3_usda.a54_w.pct,visnir_cubist_kssl_na_v1.2,visnir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/cvpred_visnir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/error_modelvisnir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/error_predvisnir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/model_visnir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/perfmetrics_visnir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/task_visnir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/valplot_visnir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_visnir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_visnir_cubist_kssl_v1.2.qs
caco3_usda.a54_w.pct,"Carbonate, <2mm Fraction",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#caco3_usda.a54_w.pct,visnir_cubist_ossl_na_v1.2,visnir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/cvpred_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/error_modelvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/error_predvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/model_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/perfmetrics_visnir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/task_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..caco3_usda.a54_w.pct/valplot_visnir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_visnir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_visnir_cubist_ossl_v1.2.qs
cec_usda.a723_cmolc.kg,"CEC, pH 7.0, NH4OAc, 2M KCl displacement",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#cec_usda.a723_cmolc.kg,mir_cubist_kssl_na_v1.2,mir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/cvpred_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/error_modelmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/error_predmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/model_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/perfmetrics_mir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/task_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/valplot_mir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_kssl_v1.2.qs
cec_usda.a723_cmolc.kg,"CEC, pH 7.0, NH4OAc, 2M KCl displacement",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#cec_usda.a723_cmolc.kg,mir_cubist_ossl_na_v1.2,mir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/cvpred_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/error_modelmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/error_predmir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/model_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/perfmetrics_mir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/task_mir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/valplot_mir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_ossl_v1.2.qs
cec_usda.a723_cmolc.kg,"CEC, pH 7.0, NH4OAc, 2M KCl displacement",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#cec_usda.a723_cmolc.kg,nir.neospectra_cubist_ossl_na_v1.2,nir.neospectra,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/cvpred_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/error_modelnir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/error_prednir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/model_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/perfmetrics_nir.neospectra_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/task_nir.neospectra_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/valplot_nir.neospectra_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_nir.neospectra_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_nir.neospectra_cubist_ossl_v1.2.qs
cec_usda.a723_cmolc.kg,"CEC, pH 7.0, NH4OAc, 2M KCl displacement",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#cec_usda.a723_cmolc.kg,visnir_cubist_ossl_na_v1.2,visnir,ossl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/cvpred_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/error_modelvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/error_predvisnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/model_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/perfmetrics_visnir_cubist_ossl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/task_visnir_cubist_ossl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cec_usda.a723_cmolc.kg/valplot_visnir_cubist_ossl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_visnir_cubist_ossl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_visnir_cubist_ossl_v1.2.qs
cf_usda.c236_w.pct,"Coarse Fragments, Greater 2mm",https://soilspectroscopy.github.io/ossl-manual/ossl-database-description.html#cf_usda.c236_w.pct,mir_cubist_kssl_na_v1.2,mir,kssl,na,log1p,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/cvpred_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/error_modelmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/error_predmir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/model_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/perfmetrics_mir_cubist_kssl_na_v1.2.csv,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/task_mir_cubist_kssl_na_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/log..cf_usda.c236_w.pct/valplot_mir_cubist_kssl_na_v1.2.png,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/mpca_mir_cubist_kssl_v1.2.qs,https://storage.googleapis.com/soilspec4gg-public/models/pca.ossl/pca_scores_mir_cubist_kssl_v1.2.qs
